"Date_exported","Period","Organisation unit","Number of fixed sessions planned","Daily fixed sessions conducted","Number of outreach sessions planned","FS_SS visits conducted by the LGA team ","OS_SS visits conducted by the LGA team ","Daily Fixed Sessions Reporting rate","Daily Outreach Sessions Reporting rate","Daily outreach sessions conducted","FS_Number of children given BCG","FS_Number vaccinated _Penta 1","FS_Number vaccinated _Penta2","FS_Number vaccinated _Penta3","FS_Number of children given IPV","FS_Number vaccinated _Measles","FS_BCG doses opened for session","FS_Doses opened  for  session_Measles","FS_Doses opened for session_Penta","FS_IPV doses opened for session","OS_Number of children given BCG","OS_Number vaccinated_Penta1","OS_Number vaccinated_Penta2","OS_Number vaccinated_Penta3","OS_Number of children given IPV","OS_Number vaccinated_Measles","OS_BCG doses opened for session","OS_Doses opened for session_Penta","OS_IPV doses opened for session","OS_Doses opened for session_Measles","Total BCG doses opened for fixed and outreach sessions","Total Number of children given BCG in fixed and outreach sessions","Total Measles doses utilized in fixed and outreach sessions","Total Number of children vaccinated with Measles in fixed and outreach sessions","Total Penta doses utilized in fixed and outreach sessions","Total Number of children vaccinated with Penta (1, 2 or 3) in outreach sessions","Total Number of children vaccinated with Penta (1, 2 or 3) in fixed sessions","Total Number of children vaccinated with Penta (1, 2 or 3) in fixed and outreach sessions","Total IPV doses utilized in fixed and outreach sessions","Total Number of children vaccinated with IPV in fixed and outreach sessions"
"2018-12-06 09:27:49","2018W41","Jigawa","345.0",384,368,175,164,7.52498530276308,6.80926216640502,347,2314,2054,1629,1804,1782,1505,6000,3090,6251,3529,740,1040,920,982,975,1047,3243,3833,2335,2149,9243,3054,5239,2552,10084,2942,5487,8429,5864,2757
"2018-12-06 09:27:49","2018W41","Kaduna","614.0",689,516,285,183,6.57505487164806,5.74866310160428,602,3892,3011,2529,2658,2753,2795,9383,4757,9584,5053,916,1582,1312,1586,1604,1463,3279,4888,3060,2778,12662,4808,7535,4258,14472,4480,8198,12678,8113,4357
"2018-12-06 09:27:49","2018W41","Kano","697.0",881,519,495,234,9.2406125445773,6.50781988034009,620,5947,4866,4209,4238,4384,3739,14428,6648,14429,6253,1180,1497,1269,1309,1437,1077,6031,4565,2245,2828,20459,7127,9476,4816,18994,4075,13313,17388,8498,5821
"2018-12-06 09:27:49","2018W41","Katsina","433.0",375,162,155,23,3.346122958865,0.785714285714286,88,1809,1739,1539,1468,1411,1180,4980,2440,5332,2625,143,201,152,161,285,144,867,652,488,347,5847,1952,2787,1324,5984,514,4746,5260,3113,1696
"2018-12-06 09:27:49","2018W41","Kebbi","278.0",270,272,130,109,4.97054491899853,4.53456221198157,246,1150,1080,996,1080,1122,947,3207,1706,3522,2377,740,869,738,802,825,749,2308,2575,1649,1254,5515,1890,2960,1696,6097,2409,3156,5565,4026,1947
"2018-12-06 09:27:49","2018W41","Kogi","167.0",166,137,49,40,2.20392989909719,1.72757475083056,130,908,960,802,909,911,823,1870,1102,2682,1387,169,472,377,450,444,442,866,1371,1052,837,2736,1077,1939,1265,4053,1299,2671,3970,2439,1355
"2018-12-06 09:27:49","2018W41","Nasarawa","281.0",343,185,70,50,5.03080082135524,2.97741273100616,203,1042,951,682,772,773,659,3417,1519,2985,1965,160,203,210,249,261,196,625,713,517,414,4042,1202,1933,855,3698,662,2405,3067,2482,1034
"2018-12-06 09:27:49","2018W41","Niger","285.0",313,126,123,29,2.78767367296046,0.793155690223688,89,2312,1861,1560,1752,1809,1544,4605,2277,5643,3123,292,376,332,392,380,374,764,1169,550,522,5369,2604,2799,1918,6812,1100,5173,6273,3673,2189
"2018-12-06 09:27:49","2018W41","Plateau","257.0",255,145,39,11,3.18989241931449,1.4022787028922,112,1179,1013,887,965,1065,822,2959,1533,3385,1724,152,256,230,239,243,190,471,996,740,461,3430,1331,1994,1012,4381,725,2865,3590,2464,1308
"2018-12-06 09:27:49","2018W41","Sokoto","393.0",324,363,158,205,6.03464332277892,5.80007459903021,311,1122,1143,938,922,927,765,4671,2172,3683,2270,693,898,845,814,792,689,3969,3106,2118,2078,8640,1815,4250,1454,6789,2557,3003,5560,4388,1719
"2018-12-06 09:27:49","2018W41","Taraba","251.0",316,197,126,75,4.39988861041493,3.21951219512195,231,1125,917,871,833,921,778,2891,1275,3160,1854,350,492,440,467,478,331,1133,1576,925,763,4024,1475,2038,1109,4736,1399,2621,4020,2779,1399
"2018-12-06 09:27:49","2018W41","Yobe","155.0",159,209,88,100,3.94345238095238,4.96894409937888,200,1094,886,804,769,758,767,2646,1361,2783,1376,499,615,532,559,605,567,2506,2223,1346,1246,5152,1593,2607,1334,5006,1706,2459,4165,2722,1363
"2018-12-06 09:27:49","2018W41","Zamfara","324.0",307,272,131,73,6.0243328100471,4.08724700334054,208,1334,1470,1441,1416,1445,1242,4907,2518,4488,2939,515,673,569,608,604,648,2751,2251,1519,1461,7658,1849,3979,1890,6739,1850,4327,6177,4458,2049
"2018-12-06 09:27:49","2018W42","Adamawa","287.0",209,191,96,32,3.68606701940035,1.85662712738525,108,1097,845,690,828,885,722,2462,1354,2721,1550,287,403,290,331,315,333,763,1134,554,589,3225,1384,1943,1055,3855,1024,2363,3387,2104,1200
"2018-12-06 09:27:49","2018W42","Bauchi","632.0",615,463,252,143,7.78185499177528,4.54051443062432,376,2232,2039,1828,1658,1704,1622,7249,3334,6252,2966,766,963,839,838,882,718,3044,3138,1639,1529,10293,2998,4863,2340,9390,2640,5525,8165,4605,2586
"2018-12-06 09:27:49","2018W42","Bayelsa","126.0",116,102,63,43,5.5984555984556,3.14924691921497,69,335,403,388,408,444,392,1672,863,1635,991,237,176,146,163,167,226,873,699,419,451,2545,572,1314,618,2334,485,1199,1684,1410,611
"2018-12-06 09:27:49","2018W42","Borno","451.0",374,320,185,142,7.16200689391038,4.03382067993659,229,2254,2038,1734,1620,1585,1406,5570,2627,5923,2970,646,1116,951,966,1081,912,2656,3664,2016,1863,8226,2900,4490,2318,9587,3033,5392,8425,4986,2666
"2018-12-06 09:27:49","2018W42","Gombe","247.0",225,165,47,40,5.21799628942486,2.88037166085947,124,1092,953,831,829,887,766,2571,1304,3150,1789,241,337,297,334,400,325,859,1150,861,624,3430,1333,1928,1091,4300,968,2613,3581,2650,1287
"2018-12-06 09:27:49","2018W42","Jigawa","488.0",419,287,224,41,8.21085635900451,2.25667189952904,115,2133,2027,1697,1676,1675,1590,6004,3381,6450,3465,218,286,236,262,267,256,1130,1102,860,634,7134,2351,4015,1846,7552,784,5400,6184,4325,1942
"2018-12-06 09:27:49","2018W42","Kaduna","849.0",750,746,301,191,7.1571714858288,6.05423987776929,634,3880,3246,2772,2779,2937,3001,9524,5116,10041,5030,996,1659,1358,1537,1546,1536,3644,5184,3127,2817,13168,4876,7933,4537,15225,4554,8797,13351,8157,4483
"2018-12-06 09:27:49","2018W42","Kano","920.0",948,651,544,218,9.94336060415356,6.05647108218747,577,6079,4941,4395,4041,4273,3845,15940,7158,14653,6204,881,1237,1167,1244,1334,1010,4786,3968,2176,2691,20726,6960,9849,4855,18621,3648,13377,17025,8380,5607
"2018-12-06 09:27:49","2018W42","Katsina","421.0",344,142,141,40,3.06951012759882,0.660714285714286,74,1577,1547,1395,1089,1107,1167,4391,2291,4553,2412,140,209,156,129,169,166,836,629,457,380,5227,1717,2671,1333,5182,494,4031,4525,2869,1276
"2018-12-06 09:27:49","2018W42","Kebbi","352.0",296,346,164,122,5.44918998527246,4.75576036866359,258,1220,1231,1117,1140,1277,1114,2975,1886,3541,2060,588,880,809,853,799,723,2060,2969,1879,1275,5035,1808,3161,1837,6510,2542,3488,6030,3939,2076
"2018-12-06 09:27:49","2018W42","Kogi","212.0",173,209,50,40,2.29686670207116,1.67441860465116,126,1112,1003,821,935,1011,969,2366,1398,3052,1633,400,671,535,628,661,600,1093,1929,1014,856,3459,1512,2254,1569,4981,1834,2759,4593,2647,1672
"2018-12-06 09:27:49","2018W42","Nasarawa","412.0",366,261,103,46,5.36814315048401,3.06541507773541,209,1188,794,694,715,767,706,3560,1601,2885,1659,200,255,219,289,297,229,708,817,596,557,4268,1388,2158,935,3702,763,2203,2966,2255,1064
"2018-12-06 09:27:49","2018W42","Niger","410.0",371,278,167,83,3.30423940149626,1.89822653952411,213,2468,2148,1686,1878,1842,1886,5038,2752,6330,3071,857,968,801,950,950,956,2105,2963,1474,1290,7143,3325,4042,2842,9293,2719,5712,8431,4545,2792
"2018-12-06 09:27:49","2018W42","Plateau","357.0",305,222,66,31,3.68001930501931,2.1978021978022,182,1544,1162,982,1099,1070,1095,3796,2042,3596,2084,283,455,397,418,447,444,1220,1548,1035,880,5016,1827,2922,1539,5144,1270,3243,4513,3119,1517
"2018-12-06 09:27:49","2018W42","Sokoto","460.0",350,423,150,104,6.51890482398957,5.63222678105185,302,1046,1126,1062,992,995,849,5111,2231,3905,2454,610,827,795,768,757,705,3744,2903,1976,1886,8855,1656,4117,1554,6808,2390,3180,5570,4430,1752
"2018-12-06 09:27:49","2018W42","Taraba","346.0",322,261,115,59,4.48343079922027,3.27526132404181,235,1184,926,815,869,833,810,2739,1668,3184,2031,274,475,457,499,481,353,989,1452,970,732,3728,1458,2400,1163,4636,1431,2610,4041,3001,1314
"2018-12-06 09:27:49","2018W42","Yobe","210.0",191,212,103,59,4.73710317460317,3.65217391304348,147,1054,984,829,725,778,747,3115,1409,2960,1563,299,389,354,392,463,273,1543,1445,908,706,4658,1353,2115,1020,4405,1135,2538,3673,2471,1241
"2018-12-06 09:27:49","2018W42","Zamfara","419.0",313,374,120,93,6.14207221350078,4.6964040086461,239,1231,1470,1224,1170,1245,1213,4593,2449,4101,2738,737,878,752,753,827,710,3304,2856,1931,1711,7897,1968,4160,1923,6957,2383,3864,6247,4669,2072
"2018-12-06 09:27:49","2018W43","Adamawa","315.0",234,216,135,45,4.12698412698413,2.21763795771016,129,1219,1007,740,836,867,956,2496,1373,2724,1525,305,403,344,398,411,409,793,1230,770,754,3289,1524,2127,1365,3954,1145,2583,3728,2295,1278
"2018-12-06 09:27:49","2018W43","Bauchi","634.0",559,463,243,139,7.07326331772745,3.82804009177636,317,1950,1932,1563,1559,1639,1375,6319,2897,5771,2989,559,776,758,714,724,591,2351,2552,1295,1296,8670,2509,4193,1966,8323,2248,5054,7302,4284,2363
"2018-12-06 09:27:49","2018W43","Bayelsa","121.0",103,101,41,42,4.97104247104247,3.37745321770881,74,261,353,306,350,340,254,1435,733,1425,853,164,171,176,179,214,177,802,782,424,381,2237,425,1114,431,2207,526,1009,1535,1277,554
"2018-12-06 09:27:49","2018W43","Borno","444.0",361,327,173,109,6.91306013021831,4.15712524220539,236,1925,1870,1508,1504,1425,1256,5426,2545,5521,2884,662,1123,1016,1045,1061,963,2649,3626,2120,1954,8075,2587,4499,2219,9147,3184,4882,8066,5004,2486
"2018-12-06 09:27:49","2018W43","Gombe","253.0",227,161,49,40,5.26437847866419,2.74099883855981,118,940,926,726,776,759,742,2429,1286,2881,1525,128,274,257,286,287,254,572,998,646,452,3001,1068,1738,996,3879,817,2428,3245,2171,1046
"2018-12-06 09:27:49","2018W43","Jigawa","482.0",446,322,225,67,8.73995688810504,3.57142857142857,182,2228,2187,1929,2021,2029,1624,6061,3233,7261,3781,344,518,488,548,555,465,1737,2075,1371,1148,7798,2572,4381,2089,9336,1554,6137,7691,5152,2584
"2018-12-06 09:27:49","2018W43","Kaduna","644.0",615,583,262,154,5.86888061837962,5.00381970970206,524,2882,2578,2065,2347,2402,2407,7213,3947,7829,4447,602,1281,1147,1277,1422,1207,2642,4282,2491,2330,9855,3484,6277,3614,12111,3705,6990,10695,6938,3824
"2018-12-06 09:27:49","2018W43","Kano","937.0",950,655,507,207,9.96433815817076,6.39235855988244,609,6068,4867,4186,4263,4377,4015,15550,7195,14653,6423,962,1329,1250,1370,1401,1066,4885,4098,1967,2793,20435,7030,9988,5081,18751,3949,13316,17265,8390,5778
"2018-12-06 09:27:49","2018W43","Katsina","636.0",515,349,195,89,4.59534219684126,1.83035714285714,205,1790,2330,1930,1959,2022,1729,4784,3665,7373,4068,322,553,434,458,536,499,1526,1923,1437,1084,6310,2112,4749,2228,9296,1445,6219,7664,5505,2558
"2018-12-06 09:27:49","2018W43","Kebbi","360.0",306,349,161,116,5.63328424153166,4.8294930875576,262,1342,1217,1005,1127,1261,1037,3289,1950,3853,2280,753,890,770,871,886,785,2621,2888,1744,1480,5910,2095,3430,1822,6741,2531,3349,5880,4024,2147
"2018-12-06 09:27:49","2018W43","Kogi","179.0",151,184,62,46,2.00477960701009,2.00664451827243,151,958,878,690,807,881,787,2066,1220,2611,1354,398,663,564,618,634,615,1199,2105,1236,1011,3265,1356,2231,1402,4716,1845,2375,4220,2590,1515
"2018-12-06 09:27:49","2018W43","Nasarawa","445.0",391,298,77,68,5.73481959518921,3.41742446465239,233,1073,973,738,793,817,767,3191,1564,2921,1780,242,301,289,341,304,283,842,1156,805,625,4033,1315,2189,1050,4077,931,2504,3435,2585,1121
"2018-12-06 09:27:49","2018W43","Niger","364.0",325,321,120,94,2.89454934093338,2.58443988949292,290,1949,1850,1526,1723,1692,1572,4049,2351,5510,2733,916,1098,963,1186,1121,1058,2461,3659,1864,1736,6510,2865,4087,2630,9169,3247,5099,8346,4597,2813
"2018-12-06 09:27:49","2018W43","Plateau","419.0",340,228,92,36,4.02414486921529,2.04927742241175,173,1293,1173,1046,1111,1197,977,3900,1711,3867,2203,225,373,294,356,369,371,944,1232,783,660,4844,1518,2371,1348,5099,1023,3330,4353,2986,1566
"2018-12-06 09:27:49","2018W43","Sokoto","521.0",389,451,182,112,7.24529707580555,5.72547556881761,307,1390,1262,1132,1175,1169,1010,5731,2562,4482,2811,687,882,775,800,829,652,3695,3091,1987,1847,9426,2077,4409,1662,7573,2457,3569,6026,4798,1998
"2018-12-06 09:27:49","2018W43","Taraba","337.0",303,257,130,63,4.21888053467001,2.84320557491289,204,989,934,728,750,779,759,2456,1300,2825,1653,320,493,441,414,478,369,1312,1755,939,701,3768,1309,2001,1128,4580,1348,2412,3760,2592,1257
"2018-12-06 09:27:49","2018W43","Yobe","216.0",187,215,108,77,4.63789682539683,4.12422360248447,166,1059,953,797,756,812,731,3043,1453,2959,1443,268,506,455,451,473,323,1626,1768,1010,985,4669,1327,2438,1054,4727,1412,2506,3918,2453,1285
"2018-12-06 09:27:49","2018W43","Zamfara","450.0",330,413,147,110,6.4756671899529,5.54136372568284,282,1218,1400,1261,1331,1360,1268,5085,2653,4519,2914,721,893,801,868,865,787,3821,3019,2064,2009,8906,1939,4662,2055,7538,2562,3992,6554,4978,2225
"2018-12-06 09:27:49","2018W44","Adamawa","258.0",209,194,57,30,3.68606701940035,1.56438026474128,91,943,856,687,819,807,723,2042,1381,2412,1411,237,362,273,272,275,303,576,935,560,594,2618,1180,1975,1026,3347,907,2362,3269,1971,1082
"2018-12-06 09:27:49","2018W44","Bauchi","445.0",375,255,107,71,4.74503353157029,1.94420963651733,161,1362,1282,1045,1062,1289,831,4113,1928,3742,1881,326,400,341,314,313,261,1144,1301,715,645,5257,1688,2573,1092,5043,1055,3389,4444,2596,1602
"2018-12-06 09:27:49","2018W44","Bayelsa","126.0",118,116,41,51,5.6949806949807,3.92514833409402,86,361,379,344,391,389,315,1735,833,1542,932,353,313,259,244,249,278,1251,1202,651,642,2986,714,1475,593,2744,816,1114,1930,1583,638
"2018-12-06 09:27:49","2018W44","Borno","430.0",324,298,155,93,6.20451934124856,2.97692443191827,169,1867,1626,1310,1256,1279,1070,4872,2199,4809,2574,530,918,782,823,826,668,2048,2909,1766,1454,6920,2397,3653,1738,7718,2523,4192,6715,4340,2105
"2018-12-06 09:27:49","2018W44","Gombe","205.0",172,117,32,13,3.98886827458256,1.44018583042973,62,727,693,612,653,673,507,1586,877,2092,1429,80,147,136,250,159,150,333,553,353,282,1919,807,1159,657,2645,533,1958,2491,1782,832
"2018-12-06 09:27:49","2018W44","Jigawa","442.0",285,275,101,19,5.58495002939447,1.45211930926217,74,1591,1462,1265,1339,1360,1078,4387,2195,4873,2587,139,199,182,233,230,144,671,718,566,391,5058,1730,2586,1222,5591,614,4066,4680,3153,1590
"2018-12-06 09:27:49","2018W44","Kaduna","572.0",514,433,206,189,4.90504819162134,2.73109243697479,286,3490,2820,2111,2129,2271,2084,7348,3545,8193,3964,393,722,580,663,670,685,1758,2351,1358,1288,9106,3883,4833,2769,10544,1965,7060,9025,5322,2941
"2018-12-06 09:27:49","2018W44","Kano","866.0",834,552,381,107,8.74764002517306,3.39036422798363,323,4695,4089,3529,3749,3759,3189,12374,5819,12680,5800,423,652,631,725,712,542,2370,2224,1257,1516,14744,5118,7335,3731,14904,2008,11367,13375,7057,4471
"2018-12-06 09:27:49","2018W44","Katsina","604.0",510,306,194,72,4.55072722405639,1.59821428571429,179,1009,2095,1775,1849,1921,1618,3524,3313,6697,3911,175,445,369,498,496,517,802,1508,1065,1000,4326,1184,4313,2135,8205,1312,5719,7031,4976,2417
"2018-12-06 09:27:49","2018W44","Kebbi","261.0",144,243,61,49,2.65095729013255,2.21198156682028,120,812,656,592,599,604,512,1679,883,1985,1041,435,555,415,458,453,432,1213,1523,1048,664,2892,1247,1547,944,3508,1428,1847,3275,2089,1057
"2018-12-06 09:27:49","2018W44","Kogi","124.0",109,99,32,26,1.44715878916622,0.81063122923588,61,705,647,528,570,600,579,1463,834,1771,832,151,271,214,229,240,258,541,891,501,496,2004,856,1330,837,2662,714,1745,2459,1333,840
"2018-12-06 09:27:49","2018W44","Nasarawa","442.0",406,231,94,14,5.95482546201232,1.83338222352596,125,979,925,638,742,735,611,2923,1335,2687,1810,130,138,104,175,133,219,303,491,351,290,3226,1109,1625,830,3178,417,2305,2722,2161,868
"2018-12-06 09:27:49","2018W44","Niger","296.0",270,149,119,39,2.40470252939081,1.12289457267623,126,1756,1395,970,1151,1187,1201,3425,1861,4182,2046,370,517,358,467,481,532,1053,1492,971,752,4478,2126,2613,1733,5674,1342,3516,4858,3017,1668
"2018-12-06 09:27:49","2018W44","Plateau","422.0",312,136,80,26,3.69274470351521,1.23193556029377,104,1193,1042,730,727,774,759,3622,1377,3034,1551,181,239,207,230,208,257,706,780,581,413,4328,1374,1790,1016,3814,676,2499,3175,2132,982
"2018-12-06 09:27:49","2018W44","Sokoto","383.0",188,429,87,78,3.50158316260011,3.50615441999254,188,706,575,504,522,513,461,2700,1087,2014,1529,442,650,543,518,481,591,2205,2097,1226,1262,4905,1148,2349,1052,4111,1711,1601,3312,2755,994
"2018-12-06 09:27:49","2018W44","Taraba","268.0",222,187,97,29,3.09106098579783,1.43554006968641,103,793,701,589,548,574,548,2068,1093,2271,1288,164,279,232,227,241,198,560,753,552,341,2628,957,1434,746,3024,738,1838,2576,1840,815
"2018-12-06 09:27:49","2018W44","Yobe","189.0",178,185,74,41,4.41468253968254,2.55900621118012,103,862,821,742,755,776,579,2655,1268,2725,1450,191,276,211,259,233,247,1024,1063,641,702,3679,1053,1970,826,3788,746,2318,3064,2091,1009
"2018-12-06 09:27:49","2018W44","Zamfara","344.0",208,277,91,44,4.08163265306122,2.63313028099823,134,856,925,744,792,772,760,2950,1530,2657,1723,391,436,331,347,336,339,1814,1374,1034,847,4764,1247,2377,1099,4031,1114,2461,3575,2757,1108
"2018-12-06 09:27:49","2018W45","Adamawa","310.0",212,183,81,71,3.73436674299806,1.66552197802198,97,941,935,774,841,827,814,2188,1477,2740,1782,222,327,225,277,283,284,580,892,629,656,2768,1163,2133,1098,3632,829,2550,3379,2411,1110
"2018-12-06 09:27:49","2018W45","Bauchi","655.0",528,414,292,83,6.68100721245097,3.4778408404782,288,1915,1942,1604,1487,1727,1255,5748,2712,5757,3007,458,823,613,607,762,455,1922,2357,1087,1072,7670,2373,3784,1710,8114,2043,5033,7076,4094,2489
"2018-12-06 09:27:49","2018W45","Bayelsa","128.0",122,91,42,40,5.88803088803089,3.14924691921497,69,342,387,423,385,378,297,1687,1034,1656,1013,130,171,147,148,134,155,804,694,355,394,2491,472,1428,452,2350,466,1195,1661,1368,512
"2018-12-06 09:27:49","2018W45","Borno","443.0",350,304,247,91,6.70241286863271,3.36445305619165,191,2258,2095,1717,1792,2502,1864,5528,3256,6386,3351,527,996,869,845,858,882,2240,3235,1997,1499,7768,2785,4755,2746,9621,2710,5604,8314,5348,3360
"2018-12-06 09:27:49","2018W45","Gombe","211.0",183,121,53,12,4.24397031539889,1.81184668989547,78,902,755,671,716,715,667,1928,1036,2151,1373,116,227,183,231,236,199,455,684,472,318,2383,1018,1354,866,2835,641,2142,2783,1845,951
"2018-12-06 09:27:49","2018W45","Jigawa","465.0",352,561,168,340,6.89790319419949,5.12166405023548,261,1758,1687,1479,1460,1526,1268,4607,2552,5430,2995,510,924,692,751,1552,717,2264,2916,1736,1677,6871,2268,4229,1985,8346,2367,4626,6993,4731,3078
"2018-12-06 09:27:49","2018W45","Kaduna","809.0",769,686,348,211,7.33848649680313,5.50993124522536,577,4061,3570,2855,2993,3226,3149,9750,5399,10879,5806,817,1594,1285,1437,1480,1444,3001,4983,2937,2875,12751,4878,8274,4593,15862,4316,9418,13734,8743,4706
"2018-12-06 09:27:49","2018W45","Kano","926.0",845,746,472,229,8.86301657226767,5.83604492495014,556,4687,4288,3659,3595,3628,3169,12301,5952,13194,5334,952,1362,1121,1137,1106,922,4641,4207,2029,2465,16942,5639,8417,4091,17401,3620,11542,15162,7363,4734
"2018-12-06 09:27:49","2018W45","Katsina","589.0",505,318,208,80,4.50611225127153,1.48214285714286,166,744,2145,1826,1776,1744,1608,2491,3614,6707,3541,122,538,376,354,597,400,675,1639,953,842,3166,866,4456,2008,8346,1268,5747,7015,4494,2341
"2018-12-06 09:27:49","2018W45","Kebbi","292.0",222,305,128,87,4.08689248895434,3.72350230414747,202,1207,1179,862,979,1077,872,2820,1428,3194,1943,683,1032,632,660,766,784,2022,2531,1459,1297,4842,1890,2725,1656,5725,2324,3020,5344,3402,1843
"2018-12-06 09:27:49","2018W45","Kogi","193.0",152,141,35,23,2.01805629314923,1.38205980066445,104,917,880,720,772,902,778,1842,1132,2589,1312,129,421,368,410,377,363,627,1308,910,609,2469,1046,1741,1141,3897,1199,2372,3571,2222,1279
"2018-12-06 09:27:49","2018W45","Nasarawa","471.0",441,244,132,25,6.46817248459959,2.77207392197125,189,1111,1249,923,906,933,880,2995,1885,3649,2054,154,243,176,206,193,201,599,705,502,386,3594,1265,2271,1081,4354,625,3078,3703,2556,1126
"2018-12-06 09:27:49","2018W45","Niger","415.0",358,204,142,65,3.18845742785892,1.38133856162552,155,2016,1861,1569,1663,1786,1708,4352,2609,5516,2939,522,658,500,587,591,659,1344,1920,1177,935,5696,2538,3544,2367,7436,1745,5093,6838,4116,2377
"2018-12-06 09:27:49","2018W45","Plateau","514.0",394,255,132,43,4.65555949426917,1.79754020813623,152,1541,1397,1111,1091,1171,1117,4658,2275,4366,2660,275,309,298,357,398,342,1203,1243,857,663,5861,1816,2938,1459,5609,964,3599,4563,3517,1569
"2018-12-06 09:27:49","2018W45","Sokoto","556.0",367,713,167,206,6.83553734401192,7.10555762775084,381,1113,1375,1109,1072,1132,950,5349,2500,4407,2873,745,1208,968,929,856,870,4220,3849,2280,2431,9569,1858,4931,1820,8256,3105,3556,6661,5153,1988
"2018-12-06 09:27:49","2018W45","Taraba","298.0",274,246,136,118,3.8150932887775,2.89895470383275,208,1132,917,782,857,875,821,2752,1511,3047,1837,291,484,438,451,432,387,1070,1317,780,637,3822,1423,2148,1208,4364,1373,2556,3929,2617,1307
"2018-12-06 09:27:49","2018W45","Yobe","219.0",167,339,70,99,4.14186507936508,5.3416149068323,215,617,917,792,773,829,695,1997,1320,2904,1446,376,703,575,520,1181,551,1733,2213,2029,1216,3730,993,2536,1246,5117,1798,2482,4280,3475,2010
"2018-12-06 09:27:49","2018W45","Zamfara","452.0",312,338,127,57,6.12244897959184,3.57634112792297,182,1389,1326,1314,1259,1287,1115,4971,2306,4447,2619,513,587,539,621,541,548,2547,2155,1309,1225,7518,1902,3531,1663,6602,1747,3899,5646,3928,1828
"2018-12-06 09:27:49","2018W46","Adamawa","272.0",215,179,61,65,3.78721155539898,2.0260989010989,118,1117,828,696,792,857,749,2411,1326,2695,1489,289,395,292,368,371,359,823,1128,674,666,3234,1406,1992,1108,3823,1055,2316,3371,2163,1228
"2018-12-06 09:27:49","2018W46","Bauchi","541.0",499,401,160,107,6.3140579526762,3.91257094553798,324,1608,1716,1436,1345,1390,1182,5167,2638,5201,2619,391,759,702,675,683,540,1889,2497,1404,1249,7056,1999,3887,1722,7698,2136,4497,6633,4023,2073
"2018-12-06 09:27:49","2018W46","Bayelsa","150.0",111,128,42,46,5.35714285714286,3.01232314011867,66,294,316,308,342,364,308,1435,761,1454,885,101,135,170,182,168,119,764,721,453,374,2199,395,1135,427,2175,487,966,1453,1338,532
"2018-12-06 09:27:49","2018W46","Borno","443.0",336,329,170,104,6.4343163538874,3.68152193059715,209,1944,1749,1546,1508,1471,1189,4900,2380,5378,2748,594,1038,910,977,934,952,2312,3310,1871,1774,7212,2538,4154,2141,8688,2925,4803,7728,4619,2405
"2018-12-06 09:27:49","2018W46","Gombe","214.0",199,132,34,20,4.61502782931354,2.29965156794425,99,883,826,718,733,742,615,2032,1075,2520,1418,106,241,196,206,220,212,514,805,612,425,2546,989,1500,827,3325,643,2277,2920,2030,962
"2018-12-06 09:27:49","2018W46","Jigawa","368.0",304,503,166,170,5.9572800313541,5.04317111459969,257,1483,1556,1222,1219,1392,1027,3586,2161,4577,2417,478,1030,748,786,973,755,2062,3131,2133,1717,5648,1961,3878,1782,7708,2564,3997,6561,4550,2365
"2018-12-06 09:27:49","2018W46","Kaduna","840.0",799,722,369,209,7.62477335623628,6.2070282658518,650,3973,3771,3114,3241,3347,3315,9145,5525,11393,5688,893,1797,1478,1716,1749,1637,3569,5622,3236,3095,12714,4866,8620,4952,17015,4991,10126,15117,8924,5096
"2018-12-06 09:27:49","2018W46","Kano","873.0",890,589,556,232,9.33501153765471,5.82554844127217,555,5411,4776,4090,4049,4020,3792,14099,6965,14166,6461,895,1217,1142,1175,1230,915,4397,3941,1816,2376,18496,6306,9341,4707,18107,3534,12915,16449,8277,5250
"2018-12-06 09:27:49","2018W46","Katsina","598.0",515,464,222,129,4.59534219684126,2.95535714285714,331,2119,2196,1636,1676,1843,1494,5167,3556,6512,3663,555,994,652,626,729,688,2829,3060,2037,1718,7996,2674,5274,2182,9572,2272,5508,7780,5700,2572
"2018-12-06 09:27:49","2018W46","Kebbi","326.0",259,314,153,88,4.7680412371134,4,217,1186,1066,936,1049,1040,978,2924,1710,3478,2031,544,695,628,762,763,667,1778,2435,1490,1207,4702,1730,2917,1645,5913,2085,3051,5136,3521,1803
"2018-12-06 09:27:49","2018W46","Kogi","219.0",164,200,78,27,2.17737652681891,1.71428571428571,129,831,1042,759,863,794,761,1892,1187,2623,1255,289,559,468,527,521,564,1022,1722,943,914,2914,1120,2101,1325,4345,1554,2664,4218,2198,1315
"2018-12-06 09:27:49","2018W46","Nasarawa","415.0",398,266,83,22,5.83748899970666,3.2414197711939,221,1244,1232,931,860,865,852,3221,1808,3368,2009,131,285,249,281,262,204,566,769,565,436,3787,1375,2244,1056,4137,815,3023,3838,2574,1127
"2018-12-06 09:27:49","2018W46","Niger","406.0",360,223,150,51,3.20627003918775,1.51501648694412,170,2244,2069,1768,1834,1828,1770,4984,2615,6163,3051,610,694,597,685,691,750,1693,2215,1132,1090,6677,2854,3705,2520,8378,1976,5671,7647,4183,2519
"2018-12-06 09:27:49","2018W46","Plateau","519.0",397,289,96,27,4.69100791681437,2.24692526017029,190,1271,1387,1197,1238,1273,1030,4129,2246,4468,2578,243,384,367,346,360,313,1243,1508,1135,645,5372,1514,2891,1343,5976,1097,3822,4919,3713,1633
